model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
bertopic,Ivan Laptev,Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.952488,Robotics | Computer Vision | Computer Graphics,0.952488 | 0.931028 | 0.919448,Robotics | Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence,0.952488 | 0.931028 | 0.919448 | 0.902469 | 0.902340
bertopic,Jaakko Lehtinen,Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.754921,Computer Graphics | Computer Vision | Robotics,0.754921 | 0.741088 | 0.729861,Computer Graphics | Computer Vision | Robotics | Artificial Intelligence | Machine Learning,0.754921 | 0.741088 | 0.729861 | 0.695820 | 0.693093
bertopic,Jackie Chi Kit Cheung,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.979181,Natural Language Processing | Artificial Intelligence | Machine Learning,0.979181 | 0.964771 | 0.964485,Natural Language Processing | Artificial Intelligence | Machine Learning | Data Mining | Software Engineering,0.979181 | 0.964771 | 0.964485 | 0.960962 | 0.958173
bertopic,Jacob R. Gardner,Artificial Intelligence | Computer Vision | Databases | Machine Learning,Software Engineering,0.856560,Software Engineering | Natural Language Processing | Machine Learning,0.856560 | 0.838862 | 0.813341,Software Engineering | Natural Language Processing | Machine Learning | Artificial Intelligence | Data Mining,0.856560 | 0.838862 | 0.813341 | 0.810780 | 0.799040
bertopic,Jae-sun Seo,Artificial Intelligence | Computer Vision | Machine Learning,Machine Learning,0.838659,Machine Learning | Artificial Intelligence | Computer Vision,0.838659 | 0.837929 | 0.832443,Machine Learning | Artificial Intelligence | Computer Vision | Natural Language Processing | Data Mining,0.838659 | 0.837929 | 0.832443 | 0.825943 | 0.820818
bertopic,Jaemin Cho 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Computer Vision,0.908830,Computer Vision | Natural Language Processing | Artificial Intelligence,0.908830 | 0.905471 | 0.886238,Computer Vision | Natural Language Processing | Artificial Intelligence | Robotics | Machine Learning,0.908830 | 0.905471 | 0.886238 | 0.884452 | 0.882431
bertopic,Jaesik Park,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Graphics,0.936731,Computer Graphics | Computer Vision | Robotics,0.936731 | 0.850815 | 0.845007,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.936731 | 0.850815 | 0.845007 | 0.793297 | 0.787661
bertopic,Jaeyeon Lee 0002,Human-Computer Interaction,Human-Computer Interaction,0.559991,Human-Computer Interaction | Visualization | Robotics,0.559991 | 0.461698 | 0.398311,Human-Computer Interaction | Visualization | Robotics | Software Engineering | Artificial Intelligence,0.559991 | 0.461698 | 0.398311 | 0.391107 | 0.385411
bertopic,James A. Landay,Human-Computer Interaction | Natural Language Processing,Natural Language Processing,0.814554,Natural Language Processing | Software Engineering | Visualization,0.814554 | 0.793954 | 0.769167,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.814554 | 0.793954 | 0.769167 | 0.758606 | 0.740248
bertopic,James A. Preiss,Machine Learning | Robotics,Machine Learning,0.507783,Machine Learning | Artificial Intelligence | Databases,0.507783 | 0.493786 | 0.481329,Machine Learning | Artificial Intelligence | Databases | Data Mining | Robotics,0.507783 | 0.493786 | 0.481329 | 0.476830 | 0.469724
bertopic,James T. Kwok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.954897,Natural Language Processing | Software Engineering | Data Mining,0.954897 | 0.947412 | 0.928638,Natural Language Processing | Software Engineering | Data Mining | Artificial Intelligence | The Web & Information Retrieval,0.954897 | 0.947412 | 0.928638 | 0.923450 | 0.920957
bertopic,James Wang,Computer Vision | Natural Language Processing,Machine Learning,0.661608,Machine Learning | Artificial Intelligence | Data Mining,0.661608 | 0.656177 | 0.653097,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Computer Vision,0.661608 | 0.656177 | 0.653097 | 0.634929 | 0.629646
bertopic,Jan O. Borchers,Human-Computer Interaction,Human-Computer Interaction,0.413117,Human-Computer Interaction | Visualization | Computer Graphics,0.413117 | 0.267450 | 0.197840,Human-Computer Interaction | Visualization | Computer Graphics | Robotics | Software Engineering,0.413117 | 0.267450 | 0.197840 | 0.188285 | 0.186414
bertopic,Jason J. Ford,Robotics,Robotics,0.904787,Robotics | Visualization | Human-Computer Interaction,0.904787 | 0.903123 | 0.891709,Robotics | Visualization | Human-Computer Interaction | Computer Vision | Artificial Intelligence,0.904787 | 0.903123 | 0.891709 | 0.887574 | 0.879519
bertopic,Jasper C. H. Lee,Artificial Intelligence | Machine Learning,Machine Learning,0.737421,Machine Learning | Artificial Intelligence | Data Mining,0.737421 | 0.725601 | 0.721778,Machine Learning | Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,0.737421 | 0.725601 | 0.721778 | 0.716133 | 0.700727
bertopic,Jay-Yoon Lee,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.958402,Natural Language Processing | Machine Learning | Artificial Intelligence,0.958402 | 0.937696 | 0.936502,Natural Language Processing | Machine Learning | Artificial Intelligence | Software Engineering | Computer Vision,0.958402 | 0.937696 | 0.936502 | 0.925387 | 0.925140
bertopic,Jean Ponce,Computer Graphics | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.878004,Computer Graphics | Robotics | Computer Vision,0.878004 | 0.800215 | 0.779899,Computer Graphics | Robotics | Computer Vision | Machine Learning | Artificial Intelligence,0.878004 | 0.800215 | 0.779899 | 0.725209 | 0.721781
bertopic,Jian Kang 0008,Data Mining | Machine Learning | The Web & Information Retrieval | Visualization,Databases,0.730449,Databases | Data Mining | The Web & Information Retrieval,0.730449 | 0.724178 | 0.715160,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.730449 | 0.724178 | 0.715160 | 0.646354 | 0.641311
bertopic,Jian Yang 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.917166,Computer Vision | Natural Language Processing | Artificial Intelligence,0.917166 | 0.907563 | 0.902119,Computer Vision | Natural Language Processing | Artificial Intelligence | Machine Learning | Software Engineering,0.917166 | 0.907563 | 0.902119 | 0.898993 | 0.896949
bertopic,Jiannan Wang 0001,Data Mining | Databases,Databases,0.747671,Databases | The Web & Information Retrieval | Visualization,0.747671 | 0.690907 | 0.687272,Databases | The Web & Information Retrieval | Visualization | Human-Computer Interaction | Data Mining,0.747671 | 0.690907 | 0.687272 | 0.683148 | 0.676505
bertopic,Jianwei Huang 0001,Artificial Intelligence,Databases,0.673916,Databases | The Web & Information Retrieval | Data Mining,0.673916 | 0.535596 | 0.527018,Databases | The Web & Information Retrieval | Data Mining | Visualization | Software Engineering,0.673916 | 0.535596 | 0.527018 | 0.512691 | 0.497367
bertopic,Jiatao Gu,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing,Computer Graphics,0.881485,Computer Graphics | Computer Vision | Robotics,0.881485 | 0.767780 | 0.748571,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.881485 | 0.767780 | 0.748571 | 0.711099 | 0.701990
bertopic,Jiaxin Mao,Artificial Intelligence | Data Mining | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.589500,The Web & Information Retrieval | Human-Computer Interaction | Data Mining,0.589500 | 0.492905 | 0.489637,The Web & Information Retrieval | Human-Computer Interaction | Data Mining | Natural Language Processing | Visualization,0.589500 | 0.492905 | 0.489637 | 0.486234 | 0.485296
bertopic,Jiayuan Mao,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.915968,Robotics | Machine Learning | Artificial Intelligence,0.915968 | 0.890849 | 0.889723,Robotics | Machine Learning | Artificial Intelligence | Natural Language Processing | Software Engineering,0.915968 | 0.890849 | 0.889723 | 0.876814 | 0.868993
bertopic,Jie Li,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Robotics | The Web & Information Retrieval,Machine Learning,0.892878,Machine Learning | Artificial Intelligence | Computer Vision,0.892878 | 0.890104 | 0.888281,Machine Learning | Artificial Intelligence | Computer Vision | Robotics | Natural Language Processing,0.892878 | 0.890104 | 0.888281 | 0.885229 | 0.863516
bertopic,Jie Shao 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Human-Computer Interaction,0.800436,Human-Computer Interaction | Data Mining | Visualization,0.800436 | 0.769421 | 0.767306,Human-Computer Interaction | Data Mining | Visualization | Databases | The Web & Information Retrieval,0.800436 | 0.769421 | 0.767306 | 0.766441 | 0.759197
bertopic,Jiliang Tang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.863640,Data Mining | The Web & Information Retrieval | Software Engineering,0.863640 | 0.855727 | 0.843063,Data Mining | The Web & Information Retrieval | Software Engineering | Databases | Natural Language Processing,0.863640 | 0.855727 | 0.843063 | 0.833719 | 0.829461
bertopic,Jing Tang 0004,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.877312,Databases | Data Mining | The Web & Information Retrieval,0.877312 | 0.873456 | 0.853161,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.877312 | 0.873456 | 0.853161 | 0.835941 | 0.829415
bertopic,Jing Zhang 0052,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.973051,Computer Vision | Computer Graphics | Robotics,0.973051 | 0.960033 | 0.955601,Computer Vision | Computer Graphics | Robotics | Machine Learning | Artificial Intelligence,0.973051 | 0.960033 | 0.955601 | 0.955147 | 0.950992
bertopic,Jingjing Li 0001,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Natural Language Processing,0.869815,Natural Language Processing | Machine Learning | Artificial Intelligence,0.869815 | 0.837913 | 0.833524,Natural Language Processing | Machine Learning | Artificial Intelligence | Computer Vision | Software Engineering,0.869815 | 0.837913 | 0.833524 | 0.831266 | 0.819414
bertopic,Jingyong Su,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning,Computer Vision,0.484831,Computer Vision | Artificial Intelligence | Robotics,0.484831 | 0.461795 | 0.459149,Computer Vision | Artificial Intelligence | Robotics | Computer Graphics | Machine Learning,0.484831 | 0.461795 | 0.459149 | 0.449783 | 0.449261
bertopic,Jinhang Zuo,Artificial Intelligence | Machine Learning,Machine Learning,0.742949,Machine Learning | Artificial Intelligence | Data Mining,0.742949 | 0.734121 | 0.720320,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Databases,0.742949 | 0.734121 | 0.720320 | 0.702644 | 0.692963
bertopic,Jinjian Wu,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.542444,Computer Vision | Robotics | Artificial Intelligence,0.542444 | 0.520864 | 0.512028,Computer Vision | Robotics | Artificial Intelligence | Computer Graphics | Machine Learning,0.542444 | 0.520864 | 0.512028 | 0.506228 | 0.498611
bertopic,Jisoo Mok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Software Engineering,0.662990,Software Engineering | Data Mining | Databases,0.662990 | 0.640025 | 0.630812,Software Engineering | Data Mining | Databases | Machine Learning | Artificial Intelligence,0.662990 | 0.640025 | 0.630812 | 0.630385 | 0.630364
bertopic,Jitendra Malik,Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.961180,Robotics | Computer Vision | Computer Graphics,0.961180 | 0.914381 | 0.901883,Robotics | Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence,0.961180 | 0.914381 | 0.901883 | 0.901085 | 0.898362
bertopic,Jiuyong Li,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.365081,The Web & Information Retrieval | Visualization | Data Mining,0.365081 | 0.362091 | 0.338614,The Web & Information Retrieval | Visualization | Data Mining | Machine Learning | Databases,0.365081 | 0.362091 | 0.338614 | 0.326826 | 0.326183
bertopic,Jocelyn Dunstan,Machine Learning,Natural Language Processing,0.823971,Natural Language Processing | Software Engineering | Artificial Intelligence,0.823971 | 0.778956 | 0.768187,Natural Language Processing | Software Engineering | Artificial Intelligence | Machine Learning | Computer Vision,0.823971 | 0.778956 | 0.768187 | 0.763819 | 0.762132
bertopic,Joel H. Saltz,Computer Vision | Databases,Computer Vision,0.917258,Computer Vision | Computer Graphics | Machine Learning,0.917258 | 0.906268 | 0.887569,Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence | Robotics,0.917258 | 0.906268 | 0.887569 | 0.885809 | 0.876172
bertopic,John C. S. Lui,Artificial Intelligence | Data Mining | Databases | Machine Learning | The Web & Information Retrieval,Databases,0.829199,Databases | Data Mining | Machine Learning,0.829199 | 0.823154 | 0.817872,Databases | Data Mining | Machine Learning | Artificial Intelligence | The Web & Information Retrieval,0.829199 | 0.823154 | 0.817872 | 0.814442 | 0.808389
bertopic,John V. Guttag,Artificial Intelligence | Computer Graphics | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning,Computer Graphics,0.937221,Computer Graphics | Computer Vision | Robotics,0.937221 | 0.903072 | 0.890348,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.937221 | 0.903072 | 0.890348 | 0.851432 | 0.848774
